nombre_propietario,cedula,telefono,correo,direccion,placa,id,codigo_interno,fecha_registro,año,kilometraje,cilindraje,marca,combustible,tipo_transmision,traccion,uso,zona,falla_frenos,falla_motor,falla_llantas,falla_direccion,falla_suspension,falla_luces,falla_espejos,resultado
Ricardo Peña,601909351,3179035492,ricardopeña882@outlook.com,"Calle 32 #21-12, Bucaramanga",FOE582,505,CDA-24685,14-09-2023,2008.0,321.922 km,2000,Suzuki,Diesel,Automatio,fwd,público,RURAL,,yes,no,false,1,false,no,1
Patricia Díaz,74834075,3008677980,patricia_díaz975@live.com,"Circular 60 #81-36, Medellín",OKP 158,316,CDA-71898,2019-06-27,2022.0,50315,1300 cc,Dodge,DIESEL,Tiptronic,AWD,Escolar,Suburbano,0,no,no,0,0,no,no,0
Omar Leal,322533969,3216220782,omar-leal406@gmail.com,"Circular 22 #85-32, Armenia",UHX851,2396,CDA-78923,2020/10/01,2020.0,56510 km,1600,Renault,GASOLINA,Automática,,publico,RURAL,,no,yes,no,,0,false,1
Felipe Ramos,367220046,3106782164,feliperamos147@outlook.com,"Diagonal 72 #42-56, Pasto",IKJ440,1997,CDA-83344,07-01-2023,2011.0,322414,1500,Renault,gnv,Tiptronic,AWD,público,RURAL,0,no,si,no,no,false,no,0
Catalina Ortiz,816895992,3148691199,catalinaortiz561@hotmail.com,"Transversal 19 #58-88, Armenia",QZG445,2435,CDA-63922,2022/11/25,2009.0,,1000 cc,Volkswagen,eléctrico,MANUAL,4x4,escolar,suburbano,true,0,false,0,1,si,no,1
María López,1005394750,3195693961,maría-lópez760@gmail.com,"Diagonal 46 #17-3, Montería",PAA910,1959,CDA-71681,29/01/2023,2005.0,625488,3000 cc,Suzuki,GAS,AUTOMATICA,FWD,Taxi,Mixto,,,no,,1,yes,0,1
Patricia Mejía,524013148,3221157940,patricia_mejía262@hotmail.com,"Calle 111 #51-58, Manizales",MZT777,1385,CDA-61754,2021-07-15,1996.0,855.840,3000,Chevrolet,Gas,Automatio,FWD,público,Rural,false,no,false,1,false,1,false,1
Felipe Ramos,882891657,3123197475,felipe_ramos602@outlook.com,"Diagonal 101 #1-23, Cúcuta",FTM153,895,CDA-62828,21/11/2022,2009.0,530.5k km,2400cc,Suzuki,GNV,manual,AWD,Carga,suburbano,0,0,0,0,false,no,si,1
Patricia Díaz,290440427,3504184484,patricia.díaz384@outlook.com,"Transversal 111 #12-2, Bucaramanga",TLP892,829,CDA-97753,17-09-2019,2023.0,21.848,1600,Honda,gnv,Automatio,4X2,carga,mixto,0,false,no,false,false,false,false,0
Ricardo Peña,186109727,3211253592,ricardopeña88@outlook.com,"Circular 93 #54-83, Manizales",SQQ003,1938,CDA-19192,31-10-2020,2012.0,342092,2000 cc,Hyundai,Electrico,manual,4X2,Publico,rural,1,0,true,false,,true,false,1
Sandra Castro,931393688,3218748624,sandra_castro35@gmail.com,"Transversal 36 #80-7, Pasto",ATA647,2524,CDA-33590,03-01-2023,9999.0,113242,2200,Fiat,Híbrido,autom,fwd,publico,Rural,0,no,false,0,yes,0,no,0
Adriana Parra,994760219,3002967538,adrianaparra244@live.com,"Transversal 84 #1-75, Pasto",UGV184,1684,CDA-60890,2022-10-28,2016.0,219461,1600,Hyundai,Híbrido,tiptronic,FWD,Publico,urbano,no,false,no,no,false,no,false,0
Guillermo Ávila,925347681,3058931505,guillermo_ávila26@live.com,"Diagonal 13 #70-72, Montería",XPU 039,2826,CDA-74664,09-08-2020,2017.0,264465,3000,Volkswagen,Gas,MANUAL,4X2,Carga,Mixto,false,0,0,yes,false,false,no,1
Guillermo Ávila,1004167637,3215681175,guillermoávila493@yahoo.com,"Calle 80 #54-13, Barranquilla",BTS-940,2809,CDA-57093,23-09-2023,2005.0,605443,1000cc,Mitsubishi,GAS,Automatio,FWD,Carga,Rural,true,0,true,no,no,1,0,1
Felipe Ramos,728781653,3118248828,feliperamos417@hotmail.com,"Circular 4 #87-3, Cúcuta",CYE924,2759,,25/11/2019,2018.0,99122,1100 cc,Suzuki,GASOLINA,cvt,4x4,publico,Rural,1,no,false,no,no,0,no,1
Luis Rodríguez,199283540,3504821230,luis.rodríguez487@hotmail.com,"Circular 49 #65-47, Bogotá",TRN108,653,CDA-42219,12/04/2023,2011.0,298783,4000 cc,Toyota,gas,cvt,4X2,escolar,urbano,no,si,0,no,true,yes,no,1
Mónica Aguirre,664427094,3195947259,mónica-aguirre151@live.com,"Diagonal 33 #82-30, Bogotá",PDA358,173,CDA-32335,01-10-2019,2020.0,58.612,2400,Peugeot,DIESEL,Manual,4X2,particular,URBANO,no,1,no,no,false,no,no,0
Laura García,996944323,,laura-garcía452@outlook.com,,FRD619,39,CDA-42819,2019-11-09,2011.0,195.501 km,1300,Ford,gasolina,MANUAL,4X4,escolar,rural,0,0,false,no,si,false,no,0
Darío Acosta,574422828,3241486987,daríoacosta883@live.com,"Diagonal 55 #28-42, Manizales",VAL263,3140,CDA-56687,2023/10/26,2003.0,482846,1500cc,Dodge,GNV,cvt,awd,,mixto,no,false,true,yes,no,si,no,1
Patricia Díaz,314775305,3139805934,patriciadíaz971@yahoo.com,"Avenida 1 #22-38, Cali",QDF911,714,CDA-75953,27/05/2019,1999.0,699838,2500,Mitsubishi,GAS,Tiptronic,RWD,PUBLICO,urbano,false,yes,yes,,false,no,si,1
Fabio Arévalo,730301980,3237304414,fabioarévalo655@yahoo.com,"Transversal 60 #91-73, Montería",FVH483,91,CDA-70745,11/01/2018,2001.0,591k,1800,Ford,GASOLINA,automatica,,Taxi,RURAL,,yes,true,yes,yes,yes,no,1
Claudia Vargas,954122276,3217898158,claudia-vargas815@hotmail.com,"Diagonal 27 #69-16, Barranquilla",FTK385,633,CDA-62743,2021/02/07,2023.0,14288,1400,Honda,Electrico,autom,4x4,Particular,Suburbano,no,no,no,no,no,no,no,0
Ana Gómez,729927964,3017506383,anagómez415@correo.com,"Avenida 103 #64-44, Medellín",GVF783,1206,CDA-64174,20/07/2019,2024.0,0,3050,Honda,GSL,AUTOMATICA,4x2,taxi,urbano,0,yes,no,no,no,0,0,0
Héctor Montoya,910154298,3022544116,héctor-montoya185@live.com,"Calle 69 #88-84, Ibagué",KJO046,2717,CDA-35241,23/12/2018,2011.0,385987,2500,Peugeot,GSL,Automatio,FWD,escolar,Mixto,no,true,true,no,0,,0,1
Gustavo Barrera,335960652,,gustavo.barrera170@live.com,"Transversal 59 #8-98, Pereira",NKM 689,2837,CDA-81055,15-04-2021,1995.0,1139149,2000 cc,Hyundai,gasolina,cvt,4X4,TAXI,Rural,si,no,no,si,yes,si,0,1
Sandra Castro,724852123,3187902472,sandracastro723@hotmail.com,"Diagonal 46 #71-39, Cúcuta",ZKW-064,1828,CDA-57910,21-02-2024,2004.0,711k,1000 cc,Dodge,gasolina,Automática,4X2,Carga,Mixto,no,no,si,no,0,no,,1
Laura García,23649053,3163519884,laura_garcía898@gmail.com,"Circular 14 #73-31, Cali",ELC403,1156,CDA-69627,11/07/2020,1998.0,846914,4100,Peugeot,GAS,Automática,rwd,PUBLICO,urbano,si,1,no,0,0,no,no,1
Mónica Aguirre,531915431,3215314218,mónicaaguirre23@outlook.com,"Avenida 83 #3-36, Cúcuta",NIF097,1325,CDA-76225,2024-10-12,2006.0,275222,1600,Volkswagen,GSL,Mecanica,RWD,particular,URBANO,false,yes,si,,false,no,,1
Gloria Mendoza,225011688,3045432537,gloria_mendoza910@gmail.com,"Carrera 75 #11-30, Bogotá",VOO885,217,CDA-48955,2021-05-03,2012.0,230445 km,3950,Hyundai,GASOLINA,MANUAL,fwd,,Mixto,,no,no,0,no,0,,1
Gustavo Barrera,1055158365,3233394839,gustavo-barrera371@correo.com,"Avenida 115 #86-25, Ibagué",PJC969,511,CDA-83006,2023/03/03,2007.0,459k,1300 cc,Fiat,gnv,Automatio,FWD,escolar,rural,no,1,yes,no,yes,1,false,1
Ana Gómez,856485753,3108878377,ana.gómez180@live.com,"Transversal 95 #8-40, Pereira",JPE055,1681,CDA-68414,13-06-2021,2003.0,2888,,Renault,Gasolina,Tiptronic,FWD,publico,URBANO,1,0,si,no,1,,no,1
Jhon Morales,1007632236,3048721613,jhon.morales203@hotmail.com,"Transversal 68 #69-8, Montería",APY-409,500,CDA-38971,2018/07/12,2017.0,102403 km,1500,Honda,Híbrido,autom,4x2,Taxi,RURAL,no,1,yes,1,false,false,no,1
Andrés Torres,215626447,3149335304,,"Calle 51 #52-50, Bucaramanga",QPJ-120,2723,CDA-46733,16/02/2022,2007.0,289.989,3000cc,Toyota,GASOLINA,Mecanica,4X2,público,Mixto,si,false,si,no,false,no,0,1
María López,421495364,3128047655,maría.lópez274@yahoo.com,"Calle 44 #6-56, Cúcuta",EJH717,1857,CDA-23200,2018-02-12,1998.0,921530,1800,Honda,GAS,semiautomatica,4X4,público,mixto,yes,no,yes,1,yes,si,false,1
Felipe Ramos,602341392,,felipe_ramos126@live.com,"Circular 95 #72-31, Cúcuta",LLU155,1389,CDA-19858,04/06/2020,2018.0,151440,2400,Chevrolet,Gasolina,Tiptronic,4X2,publico,urbano,no,0,no,true,false,false,0,1
Viviana Suárez,258690493,3181488911,viviana_suárez846@correo.com,"Calle 119 #96-31, Montería",FDH 779,1520,CDA-76924,20-10-2020,2014.0,389.056 km,1100,Chevrolet,Gas,manual,4X4,carga,RURAL,0,no,no,no,,0,false,1
Marcela Fuentes,954487387,3013313854,marcelafuentes61@gmail.com,"Calle 90 #97-98, Manizales",ZQK651,2387,CDA-87858,15-02-2023,2015.0,209447,1800,Hyundai,diesel,Automatio,4x4,taxi,Urbano,no,no,false,no,no,1,no,0
Carlos Martínez,428244633,3001087822,carlos.martínez367@outlook.com,"Avenida 82 #50-54, Cali",WZT915,2988,CDA-22707,28-04-2024,1998.0,668k,2200,Nissan,GASOLINA,Mecanica,4x2,taxi,Mixto,si,0,false,no,no,true,no,1
Viviana Suárez,162933641,3209613596,viviana_suárez865@correo.com,"Carrera 3 #92-27, Ibagué",NER 276,2077,CDA-94182,2021/04/21,2018.0,177709,3500 cc,Kia,Electrico,Manual,rwd,Carga,suburbano,0,no,0,,0,false,0,0
Guillermo Ávila,911248805,3503978497,guillermo_ávila879@outlook.com,"Diagonal 4 #76-98, Armenia",ANE912,1541,CDA-72694,12/04/2024,2004.0,495872,2000,Mazda,GNV,Mecanica,RWD,Carga,rural,1,no,no,,0,true,no,1
José Hernández,554407175,3138373160,josé.hernández191@gmail.com,"Diagonal 8 #17-43, Neiva",OUG489,1218,CDA-87660,11/03/2018,2003.0,568941,1000,Hyundai,gasolina,Mecanica,awd,escolar,URBANO,,0,true,no,no,false,no,1
,29893337,3143412104,yolanda_cárdenas813@correo.com,"Carrera 94 #72-73, Bogotá",XQB572,2682,CDA-49598,,2005.0,431.958,1400,Peugeot,hibrido,AUTOMATICA,RWD,escolar,Mixto,no,no,no,no,0,true,0,0
Guillermo Ávila,373626950,3208610111,guillermo-ávila986@outlook.com,"Carrera 103 #11-35, Barranquilla",AEI789,1417,CDA-66323,15-10-2023,2019.0,127k,1000,Mitsubishi,eléctrico,Mecanica,FWD,Publico,Suburbano,1,false,no,false,false,false,no,0
Claudia Vargas,650298150,3117658149,claudia_vargas369@yahoo.com,"Avenida 101 #24-42, Neiva",ECA075,2218,CDA-40180,2019-04-29,1996.0,686112,1000,Mitsubishi,GNV,autom,RWD,Taxi,urbano,,true,,false,yes,no,no,1
Adriana Parra,614387062,3049711440,adrianaparra561@correo.com,"Carrera 49 #4-99, Bogotá",NWP877,2766,CDA-95669,2020-07-03,2017.0,218.1k km,2200 cc,Hyundai,hibrido,automatica,4X4,Taxi,suburbano,0,1,no,false,si,1,no,0
Andrés Torres,899826230,3239251328,andrés.torres212@correo.com,"Avenida 16 #93-97, Manizales",LVC847,1677,CDA-25385,17/12/2022,2024.0,0,3500 cc,Suzuki,Gas Natural,automatica,rwd,Escolar,URBANO,no,yes,no,false,si,false,false,1
Héctor Montoya,821240091,3177342783,héctormontoya668@live.com,"Calle 62 #48-50, Neiva",NSF 527,1198,CDA-19428,28-05-2024,1995.0,,2300,Mazda,gnv,Tiptronic,4X4,PUBLICO,suburbano,no,yes,true,no,false,true,no,1
Gustavo Barrera,287719724,3506670262,gustavo_barrera548@yahoo.com,"Calle 113 #87-41, Bucaramanga",OYK597,1543,CDA-11107,21/11/2023,2010.0,314k,2200 cc,Fiat,eléctrico,tiptronic,,PARTICULAR,Suburbano,0,no,no,yes,0,false,1,1
Diana Herrera,825110699,3124685747,diana_herrera971@hotmail.com,"Diagonal 23 #52-30, Villavicencio",SJZ768,2540,CDA-73276,2018/06/18,2018.0,91483,2500,Renault,gasolina,Tiptronic,RWD,particular,urbano,no,no,no,0,,false,0,1
Ricardo Peña,976749034,3052569791,ricardo_peña128@gmail.com,"Carrera 79 #6-45, Cúcuta",SHP 136,954,CDA-37578,26-06-2020,2018.0,214.969 km,1100 cc,Volkswagen,gasolina,mecánica,fwd,Escolar,Urbano,false,true,no,no,false,false,false,0
Felipe Ramos,959217970,3159752322,felipe_ramos507@gmail.com,"Carrera 86 #46-33, Bogotá",EDL596,2636,CDA-67827,10/01/2022,2012.0,396k,1800 cc,Renault,nafta,semiautomatica,fwd,publico,Suburbano,false,yes,no,0,true,,no,1
Guillermo Ávila,108726266,3216620165,guillermo.ávila434@live.com,,SUH-748,751,CDA-19331,21/07/2018,1998.0,,1300,Ford,Híbrido,manul,4x4,publico,Urbano,si,no,no,0,1,1,no,1
Marcela Fuentes,90939834,3164526333,marcela.fuentes334@yahoo.com,"Avenida 106 #42-26, Medellín",EQF479,235,CDA-68632,2018-07-07,2002.0,903.750,2450,Renault,Gas,CVT,FWD,carga,Suburbano,yes,false,,false,si,0,yes,1
Adriana Parra,532348064,3016354995,adriana_parra247@live.com,"Transversal 87 #2-15, Neiva",XBT848,733,CDA-90973,26-11-2021,2017.0,117.859 km,1350,Renault,gnv,CVT,awd,Particular,mixto,no,yes,0,no,si,true,no,0
Xiomara Pacheco,508631334,3216042115,xiomara.pacheco263@correo.com,"Transversal 39 #49-76, Ibagué",IUL359,3077,CDA-70550,2022-01-01,2018.0,184881,4000,hiunday,GASOLINA,AUTOMATICA,4x2,público,URBANO,no,0,no,no,0,,yes,1
Marcela Fuentes,461242157,3158220429,marcela.fuentes813@gmail.com,"Circular 110 #78-77, Cartagena",GRQ938,1157,CDA-63595,2020-03-24,2015.0,178.5k km,2200,Nissan,hibrido,manul,AWD,escolar,Mixto,true,1,no,false,0,true,,1
Guillermo Ávila,425747708,3502079308,guillermo_ávila412@yahoo.com,"Carrera 81 #68-19, Pereira",BUL 386,1079,CDA-80406,2023-09-06,2013.0,398k,2500,Honda,Híbrido,Tiptronic,4x2,taxi,urbano,false,si,false,yes,0,false,false,1
Lina Santana,502131180,3001227315,lina-santana311@hotmail.com,"Circular 39 #17-35, Bogotá",SYJ598,2446,CDA-10585,2024-11-02,9999.0,593475 km,1600cc,Renault,GSL,Automatio,4x4,PUBLICO,Rural,yes,si,,yes,no,no,si,1
Gustavo Barrera,988601643,3509976190,gustavo.barrera338@outlook.com,"Circular 30 #28-66, Neiva",JDK 438,1210,CDA-51126,21-06-2022,2021.0,68.6k km,1500,Honda,gasolina,AUTOMATICA,,particular,Rural,no,0,no,false,si,0,no,1
Mauricio Ruiz,112301904,3197740584,mauricioruiz350@yahoo.com,"Circular 100 #57-80, Armenia",GRP894,1066,CDA-56956,03/01/2020,2017.0,116217,2000,Hyundai,eléctrico,semiautomatica,4X4,público,RURAL,no,false,false,1,1,si,no,1
Andrés Torres,544854882,3163394101,andrés_torres950@outlook.com,"Transversal 2 #27-5, Cúcuta",ZIN 115,2157,CDA-63889,,2010.0,186362,1100cc,Suzuki,Gas,manul,fwd,particular,mixto,1,no,no,,0,0,no,0
Darío Acosta,579061874,3183349799,darío-acosta329@correo.com,"Transversal 64 #36-40, Neiva",OYF140,1063,CDA-26141,10-08-2022,1998.0,874009,1400,Hyundai,Gas,Tiptronic,4X4,PUBLICO,Rural,1,0,no,,true,no,false,1
Viviana Suárez,467710175,3051699750,viviana-suárez607@gmail.com,"Circular 12 #34-41, Montería",GGS027,2617,CDA-28053,16/11/2021,1996.0,545823,2450,Mazda,Diesel,automatica,fwd,carga,Suburbano,yes,no,no,false,true,si,0,1
José Hernández,333385553,3232406559,josé.hernández368@live.com,"Calle 80 #12-3, Neiva",ULM356,1168,CDA-38806,2024/09/04,2001.0,672274 km,3000 cc,Fiat,GASOLINA,Automática,RWD,Escolar,Suburbano,yes,1,,no,no,,no,1
Natalia Reyes,78690859,3208070319,nataliareyes532@correo.com,"Transversal 110 #80-45, Barranquilla",IWA699,1493,CDA-11235,2022/09/06,2022.0,41.536,1300,Mazda,Electrico,Manual,FWD,carga,urbano,,no,no,no,true,,0,0
Luis Rodríguez,1016845561,3003108120,luis-rodríguez106@outlook.com,"Avenida 56 #75-52, Cali",INT293,2718,CDA-31460,13-05-2018,2017.0,221474,3500,Fiat,gasolina,manul,4X4,taxi,suburbano,no,yes,false,,no,false,0,1
Sebastián Cruz,930475396,3132057139,sebastián_cruz114@live.com,"Calle 58 #85-45, Manizales",DYG 755,885,CDA-59244,24-03-2020,2019.0,150.6k km,,Chevrolet,Diesel,manual,4x4,publico,Urbano,si,,false,no,0,,no,0
José Hernández,214268247,3186049913,josé_hernández410@gmail.com,"Avenida 64 #79-7, Manizales",ZMQ989,144,CDA-11362,2021/08/15,2023.0,26384,3000,Suzuki,Híbrido,manual,4x2,Escolar,Mixto,0,false,no,no,0,no,,0
Claudia Vargas,185270157,3181651651,claudia-vargas232@outlook.com,"Circular 113 #47-84, Pereira",JBK702,1721,CDA-38536,01/01/2020,2018.0,173k,1200,Dodge,Gasolina,Mecanica,rwd,taxi,RURAL,false,no,no,true,,false,no,0
Ingrid Bermúdez,412927854,3217589369,ingrid_bermúdez534@gmail.com,"Carrera 36 #59-10, Manizales",KFW 677,851,CDA-33902,2020-12-12,2008.0,325.223,,Honda,gasolina,tiptronic,4x2,Carga,urbano,no,no,false,0,0,no,0,0
Sandra Castro,638820685,3153241147,sandracastro821@hotmail.com,"Avenida 105 #78-59, Neiva",YOE736,718,CDA-46643,2018-03-29,2018.0,156763,1100,Ford,diesel,AUTOMATICA,fwd,público,URBANO,false,false,no,0,no,false,false,0
Ernesto Pineda,153950400,3171674786,ernestopineda865@correo.com,"Transversal 71 #19-20, Bucaramanga",TUE-887,3121,CDA-23251,13/05/2023,2003.0,269.303 km,1000 cc,Fiat,Gas,autom,awd,particular,RURAL,si,,false,true,false,no,false,1
Xiomara Pacheco,543217339,,xiomara.pacheco975@live.com,"Avenida 42 #37-33, Cúcuta",DJF006,2503,CDA-88974,05/04/2021,2024.0,0,4000,Mitsubishi,Híbrido,cvt,4X4,particular,suburbano,yes,false,false,no,no,no,no,0
Luis Rodríguez,591655633,3249435412,luis.rodríguez442@hotmail.com,"Carrera 11 #23-44, Bucaramanga",NXO999,265,CDA-54786,23/06/2022,2017.0,161740 km,1600,Peugeot,Diesel,Manual,AWD,Publico,urbano,no,,no,false,no,false,false,0
Gloria Mendoza,155313081,3222089275,gloria-mendoza125@correo.com,"Avenida 68 #53-68, Barranquilla",PCS694,76,CDA-47642,20-07-2021,2012.0,373971 km,1200 cc,Dodge,DIESEL,Mecanica,4X4,público,suburbano,1,1,false,1,true,no,false,1
Lina Santana,894189209,3101460201,lina_santana146@yahoo.com,"Transversal 15 #55-19, Bucaramanga",POI 640,2493,CDA-73671,2018/10/18,2024.0,0,1050,Honda,GNV,cvt,rwd,carga,urbano,false,0,no,no,no,no,no,0
Sebastián Cruz,850224122,3008757307,sebastián.cruz984@yahoo.com,"Calle 77 #32-82, Neiva",DWY401,396,CDA-13287,2023/09/21,2008.0,343k,,Suzuki,Electrico,CVT,rwd,Taxi,rural,si,true,no,si,0,0,true,1
Carlos Martínez,564173520,3237870048,carlos_martínez2@live.com,"Diagonal 63 #30-87, Villavicencio",DAA462,2796,CDA-20831,27/11/2020,2015.0,100638,1300,Suzuki,DIESEL,MANUAL,rwd,PARTICULAR,rural,,no,,false,no,yes,1,0
Laura García,1069381816,3171381696,lauragarcía706@correo.com,"Diagonal 112 #35-58, Bucaramanga",SYO 513,2225,CDA-51454,07-11-2023,2018.0,,2500,Volkswagen,Diesel,manul,RWD,TAXI,mixto,no,false,no,no,0,0,false,0
Guillermo Ávila,990767407,3182982540,guillermo-ávila847@correo.com,"Carrera 74 #70-38, Bucaramanga",SWD 597,3076,CDA-53750,13/12/2022,2003.0,811.344,1400cc,Volkswagen,,CVT,,Taxi,Rural,no,yes,no,no,false,no,false,1
Lina Santana,984519046,3202366435,lina.santana197@gmail.com,"Transversal 58 #8-74, Bucaramanga",GYJ-392,397,CDA-92732,06/08/2021,1997.0,196854,3000,Honda,Diesel,Tiptronic,4x2,Particular,Mixto,no,0,false,0,0,no,no,1
Mauricio Ruiz,868086140,3224943840,mauricio_ruiz942@correo.com,"Transversal 11 #20-8, Bogotá",JYF848,1366,CDA-22099,,1995.0,690519,2450,Dodge,GASOLINA,tiptronic,4X2,carga,rural,no,yes,1,yes,true,si,,1
,671598645,3022263409,sebastián-cruz25@correo.com,"Calle 71 #63-37, Pasto",AGN570,2746,CDA-59752,08-08-2023,2012.0,273305 km,1400 cc,Renault,hibrido,autom,4X2,Carga,Mixto,no,no,,1,no,0,0,0
Héctor Montoya,767029769,3167512386,héctor_montoya400@outlook.com,"Circular 64 #84-94, Bucaramanga",EXC603,1904,CDA-71862,25/04/2024,2003.0,583.2k km,3500,Renault,GSL,Mecanica,4X4,carga,Suburbano,1,no,,yes,0,no,no,1
Gustavo Barrera,490382946,3163349403,gustavo_barrera75@yahoo.com,"Calle 15 #25-43, Cali",CUO477,596,CDA-37297,2024-12-24,2000.0,508197,1000,Chevrolet,Gasolina,Manual,4x2,carga,mixto,1,0,true,yes,0,true,,1
Iván Salcedo,438232612,3143339565,iván.salcedo728@hotmail.com,"Diagonal 86 #39-13, Medellín",JAP737,2110,CDA-19794,01/05/2019,2004.0,590k,2900,Dodge,Diesel,Manual,FWD,escolar,Urbano,false,1,false,no,no,0,no,1
Marcela Fuentes,430783411,3169671759,marcela.fuentes625@correo.com,"Circular 118 #1-78, Manizales",XEC 169,1297,CDA-80143,2021/05/08,2012.0,229630,1000,Fiat,Gas Natural,mecánica,awd,PARTICULAR,RURAL,yes,si,true,true,yes,0,0,1
Mauricio Ruiz,1071084081,3056757790,mauricio_ruiz793@correo.com,"Calle 112 #69-2, Ibagué",VXK674,1822,CDA-79034,2018-12-04,2014.0,255763,3000,Kia,Gas,autom,fwd,Publico,Suburbano,false,1,no,0,si,1,1,1
Omar Leal,1091735365,3232264107,omarleal894@hotmail.com,"Circular 104 #17-58, Neiva",CJX-352,873,CDA-16024,2023/11/06,2004.0,293.102,2500,Nissan,DIESEL,mecánica,AWD,público,urbano,1,no,no,,true,0,no,1
Catalina Ortiz,478223560,3165951827,catalinaortiz605@gmail.com,"Calle 39 #5-27, Medellín",TLA-295,3198,CDA-73301,2019/01/30,2005.0,206651,1150,Dodge,Híbrido,Automatio,awd,carga,Suburbano,0,si,true,false,false,false,0,1
Roberto Nieto,46182113,,roberto.nieto552@yahoo.com,"Carrera 9 #78-4, Manizales",CCR426,2327,CDA-30623,19-12-2018,2012.0,201746 km,2000 cc,Mazda,gas,Manual,FWD,taxi,RURAL,true,true,true,si,false,no,false,1
Claudia Vargas,1019722812,3101004957,claudiavargas924@correo.com,"Carrera 81 #17-38, Neiva",JVC361,1549,CDA-71309,2019-01-06,2024.0,0,1800,Chevrolet,eléctrico,Tiptronic,RWD,escolar,URBANO,,0,0,0,false,0,0,0
Catalina Ortiz,844218514,3057437584,catalinaortiz651@live.com,"Circular 120 #23-72, Cali",DIL030,37,CDA-83607,2023/07/21,2019.0,132832 km,1800,Hyundai,Gas,manual,rwd,escolar,urbano,no,no,no,false,no,false,no,1
Mauricio Ruiz,1032791298,3112939842,mauricio.ruiz992@yahoo.com,"Avenida 20 #36-78, Medellín",QDB878,2711,CDA-23048,2019/04/12,1996.0,528.129 km,2300,Mazda,DIESEL,,AWD,carga,urbano,false,no,false,false,,no,false,0
Natalia Reyes,610741688,3196536436,nataliareyes373@outlook.com,"Calle 80 #33-88, Neiva",WJT-452,2776,CDA-78513,2022-10-29,2012.0,274361,1400,Renault,GASOLINA,tiptronic,4X2,PUBLICO,rural,,,0,si,no,,no,1
Roberto Nieto,630428773,3122462213,roberto.nieto930@hotmail.com,"Diagonal 70 #18-85, Cartagena",IGK403,2144,CDA-13961,2018-08-08,2005.0,509k,1850,Dodge,GAS,automatica,4x2,TAXI,Mixto,no,false,0,yes,0,false,no,1
Natalia Reyes,120298048,3173380702,nataliareyes891@yahoo.com,"Circular 105 #49-66, Barranquilla",ISZ965,2895,CDA-15052,19/04/2024,2006.0,213882,950,Honda,gnv,cvt,4x4,Taxi,RURAL,no,0,0,false,no,,1,0
Ana Gómez,750613261,3188808554,ana-gómez983@correo.com,"Avenida 65 #88-80, Cúcuta",GDO 694,978,,12-06-2018,1995.0,4.317 km,2000cc,Dodge,GSL,CVT,4X4,Carga,Rural,yes,,no,,no,true,no,1
Gustavo Barrera,563996801,3508521941,gustavo_barrera514@correo.com,"Calle 31 #74-91, Armenia",ZBS286,1572,CDA-62996,2018/02/11,1998.0,405413,3500,Mitsubishi,hibrido,Tiptronic,4x2,Escolar,Rural,yes,no,1,,1,yes,yes,1
Camilo Rojas,40857733,3171544196,camilorojas585@gmail.com,"Carrera 53 #90-39, Pasto",GTR363,1123,CDA-11832,2018-02-28,1995.0,518.354,1300,Renault,gasolina,autom,rwd,PARTICULAR,Rural,,1,yes,yes,yes,si,1,1
Ricardo Peña,1056496461,3173705120,ricardo.peña567@hotmail.com,"Circular 116 #25-85, Montería",VYS208,2240,CDA-48016,10/01/2024,2009.0,271326,1550,Hyundai,GSL,Mecanica,rwd,Particular,mixto,false,1,si,no,no,false,0,1
Andrés Torres,862255294,3248768585,,"Calle 24 #73-65, Pasto",KUK-873,2505,CDA-41530,16-11-2024,2004.0,337k,2250,Ford,Diesel,manul,AWD,público,URBANO,true,no,,no,1,no,true,1
Adriana Parra,308124257,3015581269,adrianaparra999@live.com,"Circular 111 #59-24, Villavicencio",MUT722,1893,CDA-89947,2020-04-11,1995.0,630.1k km,3000,Suzuki,GSL,tiptronic,awd,Publico,mixto,0,yes,no,si,1,yes,no,1
Sebastián Cruz,783675340,3216574549,sebastiáncruz544@correo.com,"Circular 25 #78-34, Cali",AUR 593,676,CDA-93155,07/10/2023,2003.0,402.5k km,1300,Ford,Electrico,mecánica,rwd,taxi,RURAL,si,true,no,false,no,0,0,1
Ingrid Bermúdez,593560939,3113993326,,"Carrera 22 #49-71, Armenia",NAR-439,729,CDA-47610,03-05-2022,1995.0,364561,1600,renoult,DIESEL,Mecanica,RWD,Particular,URBANO,false,true,1,1,false,false,yes,1
Catalina Ortiz,107653124,3175050622,catalina.ortiz84@gmail.com,"Transversal 52 #83-43, Bucaramanga",CIK320,413,CDA-62429,2021/05/15,2024.0,0k,2200,Fiat,GNV,,FWD,Taxi,rural,no,,0,false,no,no,,0
